dataset_id,yearbook_year,statistical_year_start,statistical_year_end,title,institution,topic,unit,source_file,source_sheet,source_url,source_sha256,source_rows,source_columns,data_start_row,year_quality,extraction_status,notes
dataset_5e16d6858cba0d5fe6887e4d,2019,2018,2018,表11 行政应诉案件审理情况统计表,行政机关,administrative_litigation_response,,中国法律年鉴2019（来自马克数据网）/表11 行政应诉案件审理情况统计表.xls,1,http://www.cnki.net/,100602b945c060ff2bf97b0a353365d92647c479a8839bfd2426fdc4ec943669,9,14,,inferred_yearbook_minus_one,records_only,
dataset_6eb2da9e3f490b3fd9ba578e,2019,2018,2018,表12 2018年全国法院强制清算与破产案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2019（来自马克数据网）/表12 2018年全国法院强制清算与破产案件情况统计表.xls,1,http://www.cnki.net/,aabd5482940c3437e69d80bdb1bdb8ec696ad0117f1e06b63b4864d9499d5929,10,4,4,explicit_title,facts_extracted,
dataset_534da2ad2330f02b59d45bf5,2019,2018,2018,表12 社会组织情况统计表,其他,other,,中国法律年鉴2019（来自马克数据网）/表12 社会组织情况统计表.xls,1,http://www.cnki.net/,defe1621fdc5714730a11ac89db80e452aa65a6a58e9179b602a1fa38594f84c,16,7,4,inferred_yearbook_minus_one,facts_extracted,
dataset_3edc150d9b81899de20af182,2019,2018,2018,表13 2018年全国法院审理刑事一审案件情况统计表,人民法院,criminal_cases,件,中国法律年鉴2019（来自马克数据网）/表13 2018年全国法院审理刑事一审案件情况统计表.xls,1,http://www.cnki.net/,ecbd02be0e4d751f7b8eced579bdca5dca93e5399a4cb3ca0e144297dc0cacb2,13,4,4,explicit_title,facts_extracted,
dataset_0cb2b5f6eca2060eeb51bbe1,2019,2018,2018,表13 自治组织情况统计表,其他,other,,中国法律年鉴2019（来自马克数据网）/表13 自治组织情况统计表.xls,1,http://www.cnki.net/,d3665eed3811f6cf5e80d3e91e109266f309a3a2b77f7e90f743f336e30e5c3b,17,5,4,inferred_yearbook_minus_one,facts_extracted,
dataset_e9f2a0a1d31962b8607c0922,2019,2018,2018,表14 2018年全国法院审理民事一审案件情况统计表,人民法院,civil_cases,件,中国法律年鉴2019（来自马克数据网）/表14 2018年全国法院审理民事一审案件情况统计表.xls,1,http://www.cnki.net/,d9c7aafd1efa9fb90066b757d83a6d4f3eb155ba3dcd5f0b51586ab5795bfd94,15,10,5,explicit_title,facts_extracted,
dataset_fd98e168f9c59805de1355d3,2019,2018,2018,表14 婚姻服务情况统计表,其他,other,,中国法律年鉴2019（来自马克数据网）/表14 婚姻服务情况统计表.xls,1,http://www.cnki.net/,dc3a6b6bd070fc6a22ed1794e17a722cbd57e22ba0ea89718e58575404748a8d,14,5,4,inferred_yearbook_minus_one,facts_extracted,
dataset_a136e2ef0a000303c554f8d7,2019,2018,2018,表15 2018年全国法院审理婚姻家庭、继承一审案件情况统计表,人民法院,marriage_family,件,中国法律年鉴2019（来自马克数据网）/表15 2018年全国法院审理婚姻家庭、继承一审案件情况统计表.xls,1,http://www.cnki.net/,743549050eb74844cd3615f0f826930335af8bdd93cea3e50135751e69c3f0d2,19,10,5,explicit_title,facts_extracted,
dataset_eade25c458764d3ff95c9771,2019,2018,2018,表16 2018年全国法院审理行政一审案件情况统计表,人民法院,administrative_cases,件,中国法律年鉴2019（来自马克数据网）/表16 2018年全国法院审理行政一审案件情况统计表.xls,1-2,http://www.cnki.net/,bcd6d403f22e24fe2b71d33b59733921d77dfd607a3f8e7a494c536cd9030725,52,10,5,explicit_title,facts_extracted,
dataset_605d0e084fffc8b780ae0899,2019,2018,2018,表17 2018年全国法院审理各类二审案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2019（来自马克数据网）/表17 2018年全国法院审理各类二审案件情况统计表.xls,1,http://www.cnki.net/,0a6f0c463e6026333f0a1dc5a9a2ff33fe29e6aba3ab9415b6ecc22737371b9e,9,10,5,explicit_title,facts_extracted,
dataset_9fa1094c608b1da7f91852ec,2019,2018,2018,表18 2018年全国法院审理各类再审案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2019（来自马克数据网）/表18 2018年全国法院审理各类再审案件情况统计表.xls,1,http://www.cnki.net/,fc696001ce7987886b8482c10f3f06664e8273446548f93f1837e11465f8f70c,9,11,5,explicit_title,facts_extracted,
dataset_fadfec2480769d4f24544742,2019,2018,2018,表19 2018年全国法院首次执行案件情况统计表,人民法院,enforcement,件,中国法律年鉴2019（来自马克数据网）/表19 2018年全国法院首次执行案件情况统计表.xls,1,http://www.cnki.net/,353d485f9788c07244180f5c68f3e4da0a579994b2e9f850912bc798c79f0665,25,10,5,explicit_title,facts_extracted,
dataset_77f8e6a18683c90667385e42,2019,2018,2018,表2 2018年全国公安机关治安案件分类统计表,公安机关,public_security,,中国法律年鉴2019（来自马克数据网）/表2 2018年全国公安机关治安案件分类统计表.xls,1,http://www.cnki.net/,6634e80833c197a4afd7cd087ce0a514d056f4620f69ab6b92b9f8375a6dc32d,24,4,4,explicit_title,facts_extracted,
dataset_bca6507ace504208f49e1c34,2019,2018,2018,表2 2018年全国民政事业发展情况统计表,民政部门,civil_affairs,,中国法律年鉴2019（来自马克数据网）/表2 2018年全国民政事业发展情况统计表.xls,1,http://www.cnki.net/,9ac0902ce3f1a1a0ab458ee83be3915ae3f29c98942e84678714af25aa2d8c80,35,5,4,explicit_title,facts_extracted,
dataset_68dd8d22a578b9f9da9fb0f7,2019,2018,2018,表2 2018年全国法院审理管辖案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2019（来自马克数据网）/表2 2018年全国法院审理管辖案件情况统计表.xls,1,http://www.cnki.net/,0f04f100d6ae80125f5f0a10bf73798beb47a24bc1ce42e51c60825f41c6d382,4,4,4,explicit_title,facts_extracted,worksheet_title=表2 2018年全国法院审理管辖 案件情况统计表
dataset_5448a54ca4a186db144dd741,2019,2018,2018,表2 全国检察机关人员分类管理统计表,人民检察院,procuratorate,人,中国法律年鉴2019（来自马克数据网）/表2 全国检察机关人员分类管理统计表.xls,1,http://www.cnki.net/,ebb9b145387236ca7e160a506f86787a97e0708f5ddd1656286e96f80f1ef7d4,8,3,5,inferred_yearbook_minus_one,facts_extracted,
dataset_dae0fb55dd3de26d9e9b73ab,2019,2018,2018,表2 国务院部门受理行政复议案件情况统计表(按数量降序排列),行政复议机关,administrative_reconsideration,,中国法律年鉴2019（来自马克数据网）/表2 国务院部门受理行政复议案件情况统计表(按数量降序排列).xls,1,http://www.cnki.net/,a89aa9d0dcb5083ec5fd581b89cc2ca6cee571f80cab6db9022c324a0270dc3f,54,2,4,inferred_yearbook_minus_one,facts_extracted,
dataset_0acebeb8833bbbcb3106959c,2019,2018,2018,表2-1 2018年全国民政事业发展情况统计表,民政部门,civil_affairs,,中国法律年鉴2019（来自马克数据网）/表2-1 2018年全国民政事业发展情况统计表.xls,1,http://www.cnki.net/,ad83bb668a92b2d8fcdc48696c14a08939bc7553bdc1198c440ba42888b4afe0,39,5,4,explicit_title,facts_extracted,
dataset_a0c2d7ce11bbe5357890aa82,2019,2018,2018,表2-2 2018年全国民政事业发展情况统计表,民政部门,civil_affairs,,中国法律年鉴2019（来自马克数据网）/表2-2 2018年全国民政事业发展情况统计表.xls,1,http://www.cnki.net/,cb3ec07d4b780bbc42469acf274b59eba3b4fb999cd8d80c899987fd09572b0b,35,5,4,explicit_title,facts_extracted,
dataset_8089e7834a362f647a559cb4,2019,2018,2018,表2-3 2018年全国民政事业发展情况统计表,民政部门,civil_affairs,,中国法律年鉴2019（来自马克数据网）/表2-3 2018年全国民政事业发展情况统计表.xls,1,http://www.cnki.net/,064998b7f655f7bcf18ee55e053a283ecf0e30aeadc2bc3a5d8f443dbd380939,40,5,4,explicit_title,facts_extracted,
dataset_05ae1de08dd73bce1615e209,2019,2018,2018,表20 2018年全国法院刑事案件被告人判决生效情况统计表,人民法院,criminal_cases,件,中国法律年鉴2019（来自马克数据网）/表20 2018年全国法院刑事案件被告人判决生效情况统计表.xls,1,http://www.cnki.net/,70365f1fc674d902bf800e9186dd3dc70a8e05ce03e63e744b971dc413ef52e0,14,15,5,explicit_title,facts_extracted,
dataset_584ba80f9178cd5c10d3142b,2019,2018,2018,表21 2018年全国罪犯情况统计表,其他,other,件,中国法律年鉴2019（来自马克数据网）/表21 2018年全国罪犯情况统计表.xls,1,http://www.cnki.net/,81ca51bf0a3964238679f0e3f2472a3e721d14d8b2146078924a0114d32521c9,14,9,5,explicit_title,facts_extracted,
dataset_06d9274ff697c7f580108eab,2019,2018,2018,表3 2018年人民检察院审查逮捕、提起公诉案件情况统计表,人民检察院,procuratorate,,中国法律年鉴2019（来自马克数据网）/表3 2018年人民检察院审查逮捕、提起公诉案件情况统计表.xls,1,http://www.cnki.net/,1441828c127c4ac567f6ede20671ab65991c2da0c3df61ca414ae1c156013e44,20,5,4,explicit_title,facts_extracted,
dataset_b9afa60aa80af78fa10b9a68,2019,2018,2018,表3 2018年入境外国人情况统计表,其他,other,人次,中国法律年鉴2019（来自马克数据网）/表3 2018年入境外国人情况统计表.xls,1,http://www.cnki.net/,9faa2c32a5d36f0df43f0b6e2a90789080b06d0790283fb5dc85623bb72bc8e4,21,4,4,explicit_title,facts_extracted,
dataset_66b9fae22a04542177a92f86,2019,2018,2018,表3 2018年全国法院审理刑事案件情况统计表,人民法院,criminal_cases,件,中国法律年鉴2019（来自马克数据网）/表3 2018年全国法院审理刑事案件情况统计表.xls,1,http://www.cnki.net/,573ee320048561ef231a83b1c44b186b23ea6807c7a816b67f7f97226caa0926,20,4,4,explicit_title,facts_extracted,
dataset_f842b225cf771bccdb78b7db,2019,2018,2018,表3 民政服务机构和设施基本情况统计表,民政部门,civil_affairs,,中国法律年鉴2019（来自马克数据网）/表3 民政服务机构和设施基本情况统计表.xls,1-2,http://www.cnki.net/,1a8ab637554bbfb1e2e3cd8463bf31c96dd860966f77c5c1d98acb1bba8fc4eb,45,4,3,inferred_yearbook_minus_one,facts_extracted,
dataset_2b7a29acde519e4d2bb284c3,2019,2018,2018,表3 行政复议被申请人情况统计表,行政复议机关,administrative_reconsideration,,中国法律年鉴2019（来自马克数据网）/表3 行政复议被申请人情况统计表.xls,1,http://www.cnki.net/,06d7915021b75776ce2f75d0727b3f05e7908a85480b19366d2b53d8ee89695b,5,11,4,inferred_yearbook_minus_one,facts_extracted,
dataset_bb50ecdadef07ea873df19c0,2019,2018,2018,表4 2018年人民检察院出庭公诉情况统计表,人民检察院,procuratorate,件,中国法律年鉴2019（来自马克数据网）/表4 2018年人民检察院出庭公诉情况统计表.xls,1,http://www.cnki.net/,0595e32ae2aad78dfc62323960c9cf62e41b3d5d1d876a58de5190d7d3a9c06b,18,7,5,explicit_title,facts_extracted,
dataset_052477ae891ad922d3d06ab6,2019,2018,2018,表4 2018年入出境人员情况统计表,其他,other,人次,中国法律年鉴2019（来自马克数据网）/表4 2018年入出境人员情况统计表.xls,1,http://www.cnki.net/,aaf1e25cbd107b77db1edcf0d660f9deb550ab1bd3f7d281312809db6751dcfa,12,10,4,explicit_title,facts_extracted,
dataset_333f90c937615ffd52749de5,2019,2018,2018,表4 2018年全国法院审理民事案件情况统计表,人民法院,civil_cases,件,中国法律年鉴2019（来自马克数据网）/表4 2018年全国法院审理民事案件情况统计表.xls,1,http://www.cnki.net/,fc68ea1f6b50baaa2909b749a112671a409d23fcecbcf3c57253f11193188489,32,4,4,explicit_title,facts_extracted,
dataset_f7a01a1685d86bb8f26e90a2,2019,2018,2018,表4 民政事业费支出情况统计表,民政部门,civil_affairs,,中国法律年鉴2019（来自马克数据网）/表4 民政事业费支出情况统计表.xls,1,http://www.cnki.net/,3469741f5ad4f54086f6b4bbc05016424087301d959488c8d0f2144a5f65f1c7,22,5,4,inferred_yearbook_minus_one,facts_extracted,
dataset_4a22df7602942e19bb940232,2019,2018,2018,表4 行政复议机关情况统计表,行政复议机关,administrative_reconsideration,,中国法律年鉴2019（来自马克数据网）/表4 行政复议机关情况统计表.xls,1,http://www.cnki.net/,7a780300a087f9f016dac1ef4c2245cd5518051ba244d8a50df789485685e9a7,5,10,4,inferred_yearbook_minus_one,facts_extracted,
dataset_d41b06098933a1f4b7d69342,2019,2018,2018,表5 2018年人民检察院办理刑事抗诉案件情况统计表,人民检察院,criminal_cases,,中国法律年鉴2019（来自马克数据网）/表5 2018年人民检察院办理刑事抗诉案件情况统计表.xls,1,http://www.cnki.net/,42eaa1dc03b08be5ddfd1dabc90f47b8384d2dcc723d410125b808debd47f289,16,7,4,explicit_title,facts_extracted,
dataset_66e4606e9ae33dc0d447ba93,2019,2018,2018,表5 2018年全国法院审理行政案件情况统计表,人民法院,administrative_cases,件,中国法律年鉴2019（来自马克数据网）/表5 2018年全国法院审理行政案件情况统计表.xls,1,http://www.cnki.net/,730fa8650d7c50b5dabae1efc7eb9a73825763ffcf351a48ceff2db5f383adbb,13,4,4,explicit_title,facts_extracted,
dataset_51751abec94ff354cf46ea88,2019,2018,2018,表5 2018年各省、自治区、直辖市交通事故情况统计表,公安机关,traffic_accidents,,中国法律年鉴2019（来自马克数据网）/表5 2018年各省、自治区、直辖市交通事故情况统计表.xls,1,http://www.cnki.net/,524829c3f3672e1f3604adc4c74a6a52f39bb14c6ddc3d316992f3b2bc7a750f,34,5,3,explicit_title,facts_extracted,
dataset_e2b4eb7db4c0d04fd6a3e579,2019,2018,2018,表5 提供住宿的民政服务机构情况统计表,民政部门,civil_affairs,,中国法律年鉴2019（来自马克数据网）/表5 提供住宿的民政服务机构情况统计表.xls,1,http://www.cnki.net/,171c85a9d00d4e409a8cc475fde31962b8daab0d0d1e22c7a5fd96e6adcdc0ae,15,5,3,inferred_yearbook_minus_one,facts_extracted,
dataset_49a329328a4d9c1422ce93c7,2019,2018,2018,表5 行政复议案件事项分类情况统计表(按数量降序排列),行政复议机关,administrative_reconsideration,,中国法律年鉴2019（来自马克数据网）/表5 行政复议案件事项分类情况统计表(按数量降序排列).xls,1,http://www.cnki.net/,904f5808d36507e474c5a9161b5da327f27926c786b113473136aa10c9139e92,4,12,3,inferred_yearbook_minus_one,facts_extracted,
dataset_533a0cef83a886051ccf96f6,2019,2018,2018,表6 2018年人民检察院办理民事、行政抗诉案件情况统计表,人民检察院,civil_cases,件,中国法律年鉴2019（来自马克数据网）/表6 2018年人民检察院办理民事、行政抗诉案件情况统计表.xls,1,http://www.cnki.net/,f8c8291608da340e30515989a79170344fba6877a6e0136a3d0f838ca3882ce4,14,11,5,explicit_title,facts_extracted,
dataset_0b6b3b8b79d7597c2c0db5fa,2019,2018,2018,表6 2018年全国法院审理国家赔偿与司法救助案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2019（来自马克数据网）/表6 2018年全国法院审理国家赔偿与司法救助案件情况统计表.xls,1,http://www.cnki.net/,3d455cbc11f2545b348cd2e0fe1d4212ea597d3163c0f5e3a02bf2e86ccda883,19,4,4,explicit_title,facts_extracted,
dataset_a49fbd51537c28f91558728e,2019,2018,2018,表6 孤儿和收养登记情况统计表,其他,other,,中国法律年鉴2019（来自马克数据网）/表6 孤儿和收养登记情况统计表.xls,1,http://www.cnki.net/,e9a553683ca55a299800c6318631bf4e3116e4f882d9b0b8059b2a83b594a9c4,12,5,4,inferred_yearbook_minus_one,facts_extracted,
dataset_511d56f332a5b5366fab2f30,2019,2018,2018,表6 行政复议案件涉及的领域情况统计表(按数量降序排列),行政复议机关,administrative_reconsideration,,中国法律年鉴2019（来自马克数据网）/表6 行政复议案件涉及的领域情况统计表(按数量降序排列).xls,1,http://www.cnki.net/,bd6ca41a2179d2d11a2aa51f49948a460adf8dee1b3bf32f929e68ac30c5812c,4,10,3,inferred_yearbook_minus_one,facts_extracted,
dataset_bf22e5b5652536981e06b029,2019,2018,2018,表7 2018年人民检察院纠正违法情况统计表,人民检察院,procuratorate,,中国法律年鉴2019（来自马克数据网）/表7 2018年人民检察院纠正违法情况统计表.xls,1,http://www.cnki.net/,ae53d4f6e2a5906857fd8a81035fba4d473a5073fad6f9305e2bbdf9ab063f00,23,5,4,explicit_title,facts_extracted,
dataset_f011ea0b21e026b7891f263d,2019,2018,2018,表7 2018年全国法院区际司法协助案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2019（来自马克数据网）/表7 2018年全国法院区际司法协助案件情况统计表.xls,1,http://www.cnki.net/,e1556a2dae71c3c9b65c458c2199f42068a38fbe5321fd3c9b99d781ee48f217,9,4,4,explicit_title,facts_extracted,
dataset_21e7bbf49179802d555cda33,2019,2018,2018,表7 残疾人福利情况登记表,其他,other,,中国法律年鉴2019（来自马克数据网）/表7 残疾人福利情况登记表.xls,1,http://www.cnki.net/,744f967f9182956fa35e4e13cf4f0f85dc454b714f82f2a50f65fe9179771205,5,5,4,inferred_yearbook_minus_one,facts_extracted,
dataset_466e1430aea7fa2edfba81af,2019,2018,2018,表7 行政复议案件审结情况统计表,行政复议机关,administrative_reconsideration,,中国法律年鉴2019（来自马克数据网）/表7 行政复议案件审结情况统计表.xls,1,http://www.cnki.net/,9f7d7cd12cf75c5fb4b05a88c6160bb9130d452f62ca5dbaae3cf7a3bd1e0c23,6,11,5,inferred_yearbook_minus_one,facts_extracted,
dataset_e2864a2e0c6aa0822552ca31,2019,2018,2018,表8 2018年人民检察院办理刑事申诉案件情况统计表,人民检察院,criminal_cases,件,中国法律年鉴2019（来自马克数据网）/表8 2018年人民检察院办理刑事申诉案件情况统计表.xls,1,http://www.cnki.net/,7a8bbefcb60cc987b35d14b4f1815c90e02b528e99f90b0ff017f63e34b9b38d,15,5,5,explicit_title,facts_extracted,
dataset_f41594e7fa29d08071efd1c5,2019,2018,2018,表8 2018年全国法院国际司法协助案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2019（来自马克数据网）/表8 2018年全国法院国际司法协助案件情况统计表.xls,1,http://www.cnki.net/,50f50ead89b45643bf8065a0bc7576b93f8c09883233f971b345a57ae11daf59,9,4,4,explicit_title,facts_extracted,
dataset_1c0307ed7c0789ed29cf9415,2019,2018,2018,表8 省、自治区、直辖市和兵团行政应诉案件情况统计表(按数量降序排列),行政机关,administrative_litigation_response,,中国法律年鉴2019（来自马克数据网）/表8 省、自治区、直辖市和兵团行政应诉案件情况统计表(按数量降序排列).xls,1,http://www.cnki.net/,d7407e6af9f22c723b07e1b3a013b54e902bd0299114c1b7b8d55bae16840968,11,8,3,inferred_yearbook_minus_one,facts_extracted,worksheet_title=表8省、自治区、直辖市和兵团行政应诉案件情况统计表(按数量降序排列)
dataset_d6f49e882f44a6347bbccd8b,2019,2018,2018,表8 社会救助情况统计表,其他,social_assistance,,中国法律年鉴2019（来自马克数据网）/表8 社会救助情况统计表.xls,1-2,http://www.cnki.net/,2f2282efbdf96a07fa7e0a988a6512236d0f208e94af6803de4f389c205d7236,39,5,4,inferred_yearbook_minus_one,facts_extracted,
dataset_47e53a98557b470d3489d05f,2019,2018,2018,表9 2018年人民检察院受理举报、控告、申诉案件情况统计表,人民检察院,procuratorate,件,中国法律年鉴2019（来自马克数据网）/表9 2018年人民检察院受理举报、控告、申诉案件情况统计表.xls,1,http://www.cnki.net/,53ba3da17375ebc66cc39e6189b9bf9f2b59d08fc766c02b00ef14189358baaf,14,5,5,explicit_title,facts_extracted,
dataset_62ca2acb9d9b3d67ffddd75b,2019,2018,2018,表9 2018年全国城市最低生活保障标准情况统计表,其他,other,元/人·月、人,中国法律年鉴2019（来自马克数据网）/表9 2018年全国城市最低生活保障标准情况统计表.xls,1,http://www.cnki.net/,48bda2e8407ace24993ac3048702a4701d2d705591d33550f226371d137dde76,35,3,4,explicit_title,facts_extracted,
dataset_3bb9f9450097e4390113d14b,2019,2018,2018,表9 2018年全国法院司法制裁案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2019（来自马克数据网）/表9 2018年全国法院司法制裁案件情况统计表.xls,1,http://www.cnki.net/,24f8864e89a77f8478d311becc459af9061407be56c99a4297ae723d7c664635,6,4,4,explicit_title,facts_extracted,
dataset_387a0e46f63bfac9b9f985c8,2019,2018,2018,表9 国务院部门行政应诉案件情况统计表(按数量降序排列),行政机关,administrative_litigation_response,,中国法律年鉴2019（来自马克数据网）/表9 国务院部门行政应诉案件情况统计表(按数量降序排列).xls,1,http://www.cnki.net/,0b3fbcfd69529ad30664aa6b55e35f2f5115730aeeac60f5e57649db69e860aa,14,8,3,inferred_yearbook_minus_one,facts_extracted,
dataset_64896cfb786c1d84796378a5,2020,2019,2019,2019年全国仲裁案件情况统计表,其他,other,,中国法律年鉴2020（来自马克数据网）/2019年全国仲裁案件情况统计表.xls,1-9,http://www.cnki.net/,f2018aaab4015e86696445aa0665ad0f07be9f8709a4dc2868a72932377a2b9d,329,6,4,explicit_title,facts_extracted,
dataset_5b2b2c984924601ba8b600f6,2020,2019,2019,表1 2019年全国公安机关刑事案件分类统计表,公安机关,criminal_cases,,中国法律年鉴2020（来自马克数据网）/表1 2019年全国公安机关刑事案件分类统计表.xls,1,http://www.cnki.net/,75b1fde87d0ab9428b4d75932b2adc1dde3a66cd96f44afc9d939c38996a64e9,18,3,4,explicit_title,facts_extracted,
dataset_16f9aadedd182940d03c00ea,2020,2019,2019,表1 2019年全国法院审理各类案件情况统计表,人民法院,court_statistics,件,中国法律年鉴2020（来自马克数据网）/表1 2019年全国法院审理各类案件情况统计表.xls,1,http://www.cnki.net/,f2b80420f1108bf9e5497f6bda4ee1a07fdc9742282dc4a06ded3cbb7793f4c3,8,4,5,explicit_title,facts_extracted,
dataset_9843d44d4727d73004fc1154,2020,2019,2019,表1 中华人民共和国行政区划统计表,其他,other,,中国法律年鉴2020（来自马克数据网）/表1 中华人民共和国行政区划统计表.xls,1-4,http://www.cnki.net/,b15e9dc9587e3602b7fb607c6e0599b3580893af91e9b02b3c5bc6b877056306,57,10,6,inferred_yearbook_minus_one,facts_extracted,
dataset_4dd929d4d2f38d9ba5639ae3,2020,2019,2019,表1 全国检察机构统计表,人民检察院,procuratorate,个,中国法律年鉴2020（来自马克数据网）/表1 全国检察机构统计表.xls,1,http://www.cnki.net/,34d9d56679cab4fea0faca25130c214d4e675b67af34e3185e1c617eab99f399,37,4,6,inferred_yearbook_minus_one,facts_extracted,
dataset_0aaf9ae653f5a15190a389b9,2020,2019,2019,表1 省、自治区、直辖市和兵团受理行政复议案件情况统计表(按数量降序排列),行政复议机关,administrative_reconsideration,,中国法律年鉴2020（来自马克数据网）/表1 省、自治区、直辖市和兵团受理行政复议案件情况统计表(按数量降序排列).xls,1,http://www.cnki.net/,ef0aa4564cb3c8486a5f02eba3b1d7a5303d544642e1a1e6b104e45b0ae5839a,11,8,3,inferred_yearbook_minus_one,facts_extracted,
dataset_9f58f87a82686fe26a067060,2020,2019,2019,表10 2019年人民检察院对民事行政判决裁定调解书提出再审检察建议情况统计表,人民检察院,civil_cases,件,中国法律年鉴2020（来自马克数据网）/表10 2019年人民检察院对民事行政判决裁定调解书提出再审检察建议情况统计表.xls,1,http://www.cnki.net/,2c72fcd6c82839262697b0173ebe5c7a7b5d65f0a61cba4a81957573da14eccc,7,11,6,explicit_title,facts_extracted,
dataset_394eb7a80e57bdefbdd05313,2020,2019,2019,表10 2019年全国城市最低生活保障标准情况统计表,其他,other,元/人·月、人,中国法律年鉴2020（来自马克数据网）/表10 2019年全国城市最低生活保障标准情况统计表.xls,1,http://www.cnki.net/,4b3dd7d782548385b94a0a9096c9320b97ca6daf81afc8cc863cc43c8fbd49cb,36,3,5,explicit_title,facts_extracted,
